chrom,promoter_start,promoter_end,structure_start,structure_end,score_or_strand
OX103951.1,4942017,4943017,4942298,4942355,.
OX103951.1,5085418,5086418,5085712,5085736,.
OX103951.1,5916391,5917391,5916595,5916617,.
OX103951.1,6380031,6381031,6380190,6380214,.
OX103951.1,6380031,6381031,6380422,6380438,.
OX103951.1,6389344,6390344,6389319,6389345,.
OX103951.1,6524509,6525510,6524495,6524521,.
OX103951.1,6720585,6721585,6721403,6721432,.
OX103951.1,6969759,6970759,6970242,6970268,.
OX103951.1,7316198,7317198,7316601,7316628,.
OX103951.1,7471043,7472043,7471394,7471416,.
OX103951.1,7507366,7508366,7508190,7508220,.
OX103951.1,7724525,7725525,7725092,7725114,.
OX103951.1,7885818,7887387,7886686,7886723,.
OX103951.1,7927904,7928904,7928269,7928295,.
OX103951.1,8290759,8291759,8291238,8291269,.
OX103951.1,8918103,8919103,8918360,8918389,.
OX103951.1,8918103,8919103,8918970,8919011,.
OX103951.1,9146829,9147829,9147449,9147477,.
OX103951.1,9168054,9169866,9169345,9169375,.
OX103951.1,9470455,9471455,9471086,9471115,.
OX103951.1,9476356,9477356,9476873,9476898,.
OX103951.1,9754147,9755147,9754204,9754228,.
OX103951.1,9788063,9789063,9788215,9788245,.
OX103951.1,10025968,10026968,10026512,10026541,.
OX103951.1,10557868,10558868,10558809,10558842,.
OX103951.1,10661049,10662049,10661552,10661585,.
OX103951.1,10684365,10685365,10684387,10684418,.
OX103951.1,10914405,10915405,10914839,10914867,.
OX103951.1,10918123,10919123,10918754,10918780,.
OX103951.1,10969795,10970795,10969907,10969923,.
OX103951.1,11194735,11195735,11195509,11195534,.
OX103951.1,11232669,11233769,11233099,11233115,.
OX103951.1,11255339,11256339,11255546,11255580,.
OX103951.1,11310662,11311662,11311032,11311058,.
OX103951.1,11656875,11658875,11657851,11657877,.
OX103951.1,12694599,12695624,12694593,12694619,.
OX103951.1,13082433,13083433,13083173,13083199,.
OX103951.1,13220438,13221438,13221386,13221412,.
OX103951.1,13245934,13247156,13246733,13246757,.
OX103951.1,13293480,13294480,13293764,13293786,.
OX103951.1,13735796,13736796,13736697,13736725,.
OX103951.1,13817284,13818284,13817869,13817885,.
OX103951.1,13996164,13997164,13996967,13996983,.
OX103951.1,14031092,14032197,14031497,14031517,.
OX103951.1,14127297,14128297,14127907,14127942,.
OX103951.1,14231097,14232097,14231633,14231665,.
OX103951.1,14231097,14232097,14231924,14231961,.
OX103951.1,14261342,14262342,14261669,14261702,.
OX103951.1,14620221,14621221,14621089,14621116,.
OX103951.1,14665792,14666792,14666404,14666433,.
OX103951.1,14751350,14752350,14752316,14752363,.
OX103951.1,14818144,14819144,14819091,14819107,.
OX103951.1,14875210,14876210,14876205,14876233,.
OX103951.1,14877851,14878851,14878207,14878229,.
OX103951.1,15342234,15343234,15342606,15342623,.
OX103951.1,15683986,15684986,15684379,15684405,.
OX103951.1,16093599,16094602,16094304,16094320,.
OX103951.1,16093599,16094602,16094523,16094555,.
OX103951.1,16160623,16161623,16161000,16161028,.
OX103951.1,16160623,16161623,16161127,16161143,.
OX103951.1,18337835,18338835,18338826,18338844,.
OX103951.1,18414647,18415647,18414655,18414682,.
OX103951.1,18430255,18431255,18431114,18431142,.
OX103951.1,18626025,18627025,18626190,18626215,.
OX103951.1,18715088,18716088,18715936,18715952,.
OX103951.1,18966705,18967705,18967266,18967296,.
OX103951.1,19071431,19072431,19071986,19072012,.
OX103951.1,19170214,19171214,19170937,19170967,.
OX103951.1,19170214,19171214,19170987,19171019,.
OX103951.1,19439151,19440151,19439250,19439272,.
OX103951.1,20266225,20267225,20266767,20266783,.
OX103951.1,20395504,20396504,20395497,20395524,.
OX103951.1,20491521,20492521,20491563,20491581,.
OX103951.1,20501783,20502783,20502710,20502728,.
OX103951.1,20649222,20650222,20649787,20649803,.
OX103951.1,20910480,20911480,20911120,20911138,.
OX103951.1,21005331,21006331,21005348,21005375,.
OX103951.1,21070779,21071779,21071460,21071484,.
OX103951.1,21611704,21612704,21612024,21612050,.
OX103951.1,21611704,21612704,21612358,21612378,.
OX103951.1,21611704,21612704,21612411,21612431,.
OX103951.1,21779537,21780537,21779544,21779570,.
OX103951.1,21781524,21782524,21782293,21782317,.
OX103951.1,22241246,22242246,22241657,22241684,.
OX103951.1,22729882,22730882,22730542,22730568,.
OX103951.1,22755396,22756396,22755461,22755481,.
OX103951.1,22755396,22756396,22755596,22755624,.
OX103951.1,23065096,23066096,23065667,23065696,.
OX103951.1,23183711,23184711,23184686,23184706,.
OX103951.1,23225617,23227222,23226607,23226625,.
OX103951.1,23346955,23347955,23347759,23347779,.
OX103951.1,23444615,23445615,23445311,23445339,.
OX103951.1,23542407,23543407,23543356,23543383,.
OX103951.1,24018812,24019812,24018949,24018975,.
OX103951.1,24397097,24398097,24397982,24398002,.
OX103951.1,24503668,24504668,24503896,24503925,.
OX103951.1,24526860,24527860,24527245,24527263,.
OX103951.1,24984713,24985713,24985552,24985576,.
OX103951.1,25005460,25006460,25006249,25006271,.
OX103951.1,25278804,25280273,25279114,25279141,.
OX103951.1,25475284,25476284,25475617,25475643,.
OX103951.1,25490092,25491092,25491051,25491079,.
OX103951.1,25644487,25645487,25645105,25645137,.
OX103951.1,26094419,26095433,26095271,26095289,.
OX103951.1,26430554,26431554,26431503,26431534,.
OX103951.1,26577414,26578414,26578221,26578251,.
OX103951.1,28714430,28715430,28714622,28714657,.
OX103951.1,28735238,28736238,28735430,28735465,.
OX103951.1,28847122,28848701,28847632,28847658,.
OX103951.1,28847122,28848701,28847684,28847710,.
OX103951.1,29323603,29324825,29323811,29323838,.
OX103951.1,29323603,29324825,29324269,29324297,.
OX103951.1,29323603,29324825,29324747,29324775,.
OX103951.1,29337416,29338416,29338119,29338141,.
OX103951.1,29473973,29474973,29474961,29474981,.
OX103951.1,29826842,29827967,29827060,29827078,.
OX103951.1,29826842,29827967,29827612,29827632,.
OX103951.1,29944712,29945712,29945085,29945111,.
OX103951.1,30315219,30316219,30315631,30315658,.
OX103951.1,30619346,30620346,30619556,30619576,.
OX103951.1,30808074,30809074,30808807,30808827,.
OX103951.1,31693611,31694611,31694183,31694205,.
OX103951.1,32058868,32060056,32059693,32059715,.
OX103951.1,32058868,32060056,32059877,32059905,.
OX103951.1,32134895,32135938,32135204,32135231,.
OX103951.1,32353483,32354704,32354677,32354697,.
OX103951.1,32432477,32433477,32432724,32432752,.
OX103951.1,32433592,32434592,32433574,32433596,.
OX103951.1,32512026,32513026,32512722,32512750,.
OX103951.1,32772564,32773564,32772672,32772703,.
OX103951.1,32875493,32876493,32875578,32875604,.
OX103951.1,33734564,33735564,33735185,33735212,.
OX103951.1,33774355,33775355,33775336,33775369,.
OX103951.1,33943695,33944695,33944043,33944076,.
OX103951.1,33999629,34000629,34000188,34000224,.
OX103951.1,34477475,34478504,34477812,34477838,.
OX103951.1,34509914,34511896,34510054,34510084,.
OX103951.1,34656918,34657918,34657645,34657675,.
OX103951.1,34783575,34784575,34784416,34784434,.
OX103951.1,34851654,34853399,34853100,34853124,.
OX103951.1,35628561,35629561,35628646,35628662,.
OX103951.1,35883950,35884950,35884305,35884331,.
OX103951.1,35927854,35928854,35928187,35928220,.
OX103951.1,35939438,35940438,35940036,35940058,.
OX103951.1,36394359,36395359,36395187,36395218,.
OX103951.1,36405748,36406748,36405942,36405962,.
OX103951.1,36463294,36464294,36463452,36463468,.
OX103951.1,36463294,36464294,36463673,36463693,.
OX103951.1,36503681,36504839,36504748,36504776,.
OX103951.1,36610464,36611614,36611582,36611610,.
OX103951.1,36799176,36800176,36799622,36799638,.
OX103951.1,36800553,36801553,36801111,36801129,.
OX103951.1,36808078,36809078,36809029,36809056,.
OX103951.1,36808078,36809078,36809064,36809093,.
OX103951.1,37010382,37011382,37011099,37011117,.
OX103951.1,37454047,37455047,37454814,37454840,.
OX103951.1,37479832,37480832,37480801,37480817,.
OX103951.1,37730501,37731501,37730699,37730727,.
OX103951.1,37730501,37731501,37731160,37731178,.
OX103951.1,37776923,37777923,37777409,37777438,.
OX103951.1,37852899,37853899,37853335,37853363,.
OX103951.1,37852899,37853899,37853519,37853549,.
OX103951.1,37866821,37867821,37867446,37867474,.
OX103951.1,38032062,38033062,38032883,38032914,.
OX103951.1,38409206,38410206,38409485,38409538,.
OX103951.1,39016284,39017284,39016983,39017014,.
OX103951.1,39253965,39254994,39254838,39254854,.
OX103951.1,39295164,39296164,39295359,39295383,.
OX103951.1,39449170,39450612,39449450,39449475,.
OX103951.1,39886941,39887941,39887670,39887698,.
OX103951.1,39917520,39918520,39917895,39917915,.
OX103951.1,40063500,40064500,40064463,40064492,.
OX103951.1,40173579,40174579,40174383,40174409,.
OX103951.1,40219585,40220585,40220279,40220305,.
OX103951.1,40341460,40342460,40341524,40341571,.
OX103951.1,40720573,40721573,40720714,40720743,.
OX103951.1,40875297,40876297,40875504,40875530,.
OX103951.1,40935082,40936237,40935496,40935523,.
OX103951.1,40962984,40963984,40963369,40963387,.
OX103951.1,40962984,40963984,40963680,40963698,.
OX103951.1,40965748,40967152,40966927,40966950,.
OX103951.1,41131697,41132697,41132254,41132270,.
OX103951.1,41179651,41180839,41179658,41179674,.
OX103951.1,41179651,41180839,41179815,41179841,.
OX103951.1,41373974,41374974,41374250,41374278,.
OX103951.1,41422100,41423100,41422166,41422182,.
OX103951.1,41422100,41423100,41422366,41422388,.
OX103951.1,41485549,41486549,41485751,41485779,.
OX103951.1,41580601,41581601,41580608,41580630,.
OX103951.1,42057167,42058167,42058031,42058057,.
OX103951.1,42480646,42481703,42481616,42481648,.
OX103951.1,42524470,42525470,42525189,42525207,.
OX103951.1,42626564,42627564,42626697,42626723,.
OX103951.1,42626564,42627564,42626747,42626776,.
OX103951.1,42934598,42935598,42934675,42934707,.
OX103951.1,42992300,42993300,42992382,42992402,.
OX103951.1,43141226,43142226,43141556,43141583,.
OX103951.1,43166699,43167699,43166925,43166947,.
OX103951.1,43609823,43610823,43609835,43609853,.
OX103951.1,43623263,43624263,43623391,43623409,.
OX103951.1,43637936,43638936,43638285,43638312,.
OX103951.1,43659404,43660404,43659683,43659713,.
OX103951.1,44312666,44313919,44313388,44313412,.
OX103951.1,44435557,44436557,44435569,44435591,.
OX103951.1,44497384,44498384,44498122,44498150,.
OX103951.1,44538966,44539966,44539378,44539398,.
OX103951.1,44984629,44985629,44984969,44984994,.
OX103951.1,45003459,45004459,45003679,45003704,.
OX103951.1,45273469,45274469,45274296,45274325,.
OX103951.1,45300859,45301859,45301665,45301699,.
OX103951.1,45397089,45398089,45397866,45397890,.
OX103951.1,45890352,45891352,45890748,45890774,.
OX103951.1,46929188,46930385,46929852,46929874,.
OX103951.1,47106635,47107635,47106779,47106799,.
